198004	40402
198204	61247
198404	74581
198604	96452
198804	101710
199004	83908
199204	112952
199404	128486
199604	175319
199804	361448
200004	361509
200204	330271
200404	467705
200604	413543
200804	1202154
201004	1174993
201204	3019770
198008	43264
198208	64218
198408	65065
198608	88179
198808	101702
199008	122461
199208	76034
199408	141613
199608	268892
199808	306377
200008	364080
200208	398636
200408	306105
200608	665810
200808	1049779
201008	2690214
201208	2704664
197907	36637
198107	52737
198307	68341
198507	79424
198707	89931
198907	83902
199107	127707
199307	130931
199507	159263
199707	275562
199907	396567
200107	401946
200307	475154
200507	287665
200707	960901
200907	1489073
201107	2770192
201307	1332023
198009	50333
198209	66828
198409	73090
198609	92134
198809	95558
199009	99865
199209	79276
199409	145714
199609	301882
199809	355746
200009	373537
200209	321208
200409	342510
200609	663880
200809	912791
201009	2870049
201209	2763545
198012	50201
198212	65172
198412	64931
198612	91312
198812	92781
199012	86444
199212	105648
199412	136787
199612	298957
199812	367662
200012	342267
200212	412934
200412	304130
200612	590070
200812	1297533
201012	2668785
201212	2446123
197905	38024
198105	59864
198305	71486
198505	83596
198705	87184
198905	90129
199105	122837
199305	115717
199505	153740
199705	316287
199905	415593
200105	427836
200305	477840
200505	300211
200705	1108529
200905	1917261
201105	2510078
201305	1053665
198001	45384
198201	56597
198401	74657
198601	90816
198801	95223
199001	96426
199201	122116
199401	146298
199601	171930
199801	320409
200001	396475
200201	427623
200401	411790
200601	314884
200801	1188559
201001	2278967
201201	2534393
197902	33450
198102	50546
198302	63064
198502	69712
198702	88829
198902	94600
199102	114133
199302	93781
199502	160702
199702	274028
199902	370227
200102	404992
200302	454178
200502	307406
200702	650611
200902	1700997
201102	2616484
201302	2472020
197908	34018
198108	57068
198308	73732
198508	84862
198708	85943
198908	93633
199108	125392
199308	108035
199508	157156
199708	276096
199908	349985
200108	381915
200308	418835
200508	279574
200708	734639
200908	2175463
201108	2854375
198003	42441
198203	59984
198403	78099
198603	87606
198803	107278
199003	89111
199203	79901
199403	160208
199603	175491
199803	407560
200003	375721
200203	327010
200403	477001
200603	519893
200803	1189648
201003	659459
201203	3391005
198006	49571
198206	72297
198406	74674
198606	79000
198806	103692
199006	85120
199206	104653
199406	135243
199606	180597
199806	342305
200006	395173
200206	278047
200406	461781
200606	551421
200806	1209784
201006	967769
201206	2841341
197910	38277
198110	63589
198310	69653
198510	98573
198710	92447
198910	89892
199110	141952
199310	118109
199510	95000
199710	320761
199910	410933
200110	480946
200310	480264
200510	285181
200710	1129813
200910	2314661
201110	2287937
197906	39485
198106	59755
198306	68755
198506	86455
198706	91761
198906	80310
199106	116297
199306	122908
199506	155023
199706	309079
199906	415235
200106	414160
200306	453724
200506	301984
200706	1068531
200906	1808376
201106	2641536
201306	1628789
197912	34648
198112	56813
198312	70189
198512	85624
198712	89268
198912	90895
199112	127746
199312	119678
199512	130519
199712	297519
199912	372922
200112	390161
200312	408343
200512	271540
200712	940702
200912	2178992
201112	1881592
198007	48201
198207	64115
198407	68688
198607	87729
198807	102120
199007	89263
199207	78502
199407	162650
199607	261375
199807	277114
200007	369630
200207	435459
200407	324921
200607	611649
200807	1297492
201007	1237246
201207	2794089
197903	35164
198103	56308
198303	69996
198503	80360
198703	93602
198903	92278
199103	101971
199303	98831
199503	188208
199703	342072
199903	431323
200103	431475
200303	509137
200503	324284
200703	903257
200903	1785930
201103	3233370
201303	2845323
198005	39245
198205	70440
198405	76943
198605	85737
198805	104473
199005	90482
199205	108995
199405	114953
199605	164306
199805	359863
200005	378800
200205	300563
200405	455275
200605	506554
200805	1263367
201005	1022830
201205	3138716
198010	60421
198210	65406
198410	76602
198610	101099
198810	92925
199010	98213
199210	77957
199410	185450
199610	322032
199810	394800
200010	423118
200210	351409
200410	333169
200610	480473
200810	1191324
201010	2317257
201210	2721746
197901	33530
198101	51498
198301	63273
198501	71289
198701	94089
198901	92565
199101	128936
199301	103745
199501	140293
199701	280527
199901	343928
200101	398018
200301	480843
200501	293945
200701	668844
200901	1971575
201101	2513533
201301	2649862
197904	34779
198104	57111
198304	71692
198504	78040
198704	91140
198904	87877
199104	99672
199304	91193
199504	151395
199704	323067
199904	423638
200104	410667
200304	504926
200504	313832
200704	1048805
200904	1910335
201104	2947005
201304	977579
198011	53561
198211	65038
198411	71971
198611	98318
198811	91544
199011	102393
199211	87603
199411	176416
199611	314192
199811	402157
200011	394133
200211	421978
200411	344093
200611	692044
200811	1211209
201011	2604110
201211	2793403
197911	35990
198111	58750
198311	80142
198511	86183
198711	91028
198911	91158
199111	141899
199311	117911
199511	143347
199711	326589
199911	411435
200111	436550
200311	407193
200511	305621
200711	1071079
200911	1893590
201111	2425912
198002	38421
198202	52983
198402	73928
198602	78665
198802	94214
199002	83271
199202	63701
199402	140848
199602	158259
199802	372431
200002	366063
200202	410785
200402	414768
200602	335510
200802	1317381
201002	2010622
201202	3210880
197909	36939
198109	54418
198309	78483
198509	83824
198709	96368
198909	90227
199109	122544
199309	89902
199509	145878
199709	310495
199909	412701
200109	417277
200309	456885
200509	263631
200709	957387
200909	2318345
201109	2819542
