197911	JM	4
198002	CI	55
198002	PF	1
198004	TT	2
198008	CW	2
198011	MT	4
198012	LT	8
198101	GP	8
198105	PM	30
198111	JM	15
198202	CI	75
198202	VT	16
198208	CW	3
198211	MT	21
198212	LT	352
198212	SC	2
198301	GP	1
198302	SM	6
198305	PM	572
198311	JM	170
198402	CI	316
198402	VT	25
198404	TT	2
198405	MF	3
198405	ST	5
198408	CW	3
198411	MT	153
198412	LT	21
198501	GP	5
198502	FP	6
198503	RM	8
198505	PM	417
198511	JM	64
198602	CI	181
198602	VT	3
198604	TT	6
198608	CW	1
198609	VC	1
198611	MT	155
198612	LT	41
198612	SC	1
198702	FP	3
198705	PM	68
198706	BP	2
198711	JM	76
198802	CI	67
198802	VT	10
198804	TT	2
198811	MT	4
198812	LT	46
198905	PM	2407
198906	BP	1
198911	JM	25
199002	CI	110
199002	VT	22
199004	NF	4
199004	TT	1
199011	MT	24
199012	LT	11
199105	PM	136
199106	BP	3
199111	JM	23
199202	CI	151
199202	VT	1
199204	TT	122
199208	CW	10
199211	MT	13
199212	LT	46
199303	RM	3
199305	PM	94
199306	BP	2
199311	JM	63
199402	CI	120
199402	VT	14
199404	NF	6
199404	TT	33
199408	CW	5
199411	MT	13
199412	LT	22
199412	SC	14
199503	RM	6
199505	PM	40
199506	BP	27
199511	JM	26
199602	CI	260
199602	VT	14
199604	TT	130
199608	CW	4
199611	MT	64
199612	LT	21
199612	SC	13
199701	GP	1
199702	SM	7
199703	RM	43
199705	PM	433
199706	BP	89
199711	JM	183
199802	CI	568
199802	VT	116
199804	TT	329
199805	MF	3
199808	CW	14
199809	VC	5
199811	MT	38
199812	LT	351
199901	GP	4
199902	FP	4
199903	RM	41
199905	PM	477
199906	BP	387
199911	JM	102
200002	CI	873
200002	VT	116
200004	TT	882
200005	MF	3
200005	ST	2
200008	CW	21
200009	VC	8
200010	NT	2
200011	MT	113
200012	LT	71
200101	GP	6
200102	FP	1
200103	RM	39
200105	PM	453
200106	BP	99
200111	JM	165
200202	CI	306
200202	VT	56
200204	TT	828
200205	MF	3
200208	CW	15
200209	VC	1
200211	MT	83
200212	LT	143
200212	SC	2
200301	GP	6
200302	FP	36
200303	RM	16
200305	PM	215
200306	BP	356
200311	JM	270
200402	CI	704
200402	VT	48
200404	TT	302
200405	MF	8
200405	ST	49
200408	CW	14
200409	VC	22
200410	NT	23
200411	MT	33
200412	LT	98
200501	GP	2
200502	FP	119
200503	RM	18
200505	PM	235
200506	BP	103
200511	JM	161
200602	CI	304
200602	VT	66
200604	TT	241
200605	ST	1
200608	CW	54
200609	VC	8
200611	MT	55
200612	LT	102
200701	GP	8
200702	FP	2
200703	RM	49
200705	PM	572
200706	BP	107
200711	JM	1167
200712	IM	5
200802	CI	1518
200802	VT	169
200804	NF	5
200804	TT	2092
200805	MF	8
200805	ST	67
200808	CW	29
200809	VC	53
200810	NT	5
200811	MT	452
200812	LT	48
200812	SC	96
200901	GP	21
200902	FP	218
200902	SM	15
200903	RM	152
200905	PM	1059
200906	BP	246
200911	JM	4648
200912	IM	15
201002	CI	4148
201002	VT	341
201004	NF	2
201004	TT	534
201005	ST	44
201008	CW	91
201009	VC	116
201010	NT	23
201011	MT	3755
201012	LT	107
201012	SC	55
201101	GP	58
201102	FP	71
201102	SM	45
201103	RM	158
201105	PM	1256
201106	BP	219
201111	JM	7604
201112	IM	21
201202	CI	4350
201202	VT	738
201204	NF	3
201204	TT	590
201205	MF	17
201205	ST	34
201208	CW	1304
201209	VC	95
201210	NT	28
201211	MT	4159
201212	LT	55
201212	SC	8
201301	GP	25
201302	FP	35
201302	SM	57
201303	RM	175
201305	PM	594
201306	BP	126
197902	SN	35
197910	KN	258
197912	IN	146
198001	DJ	11
198004	AJ	7
198004	NG	10
198004	TU	285
198005	MG	23
198005	SU	73
198006	LG	9
198008	PU	3
198009	BX	12
198010	NU	132
198011	GG	16
198011	MU	64
198011	TD	5
198012	FG	5
198012	LU	43
198101	GQ	17
198102	SN	79
198105	CQ	26
198108	MN	2
198110	KN	275
198112	IN	363
198201	DJ	15
198202	CJ	2
198204	AJ	7
198204	NG	21
198204	TU	444
198205	MG	40
198205	SU	80
198206	LG	17
198207	KG	1
198208	PU	4
198209	BX	10
198210	NU	322
198211	GG	16
198211	MU	23
198211	TD	7
198212	FG	1
198212	LU	12
198301	AC	5
198301	GQ	23
198302	SN	47
198305	CQ	5
198308	MN	12
198310	KN	403
198312	IN	397
198401	DJ	20
198404	AJ	1
198404	NG	31
198404	TU	704
198405	MG	51
198405	SU	343
198406	LG	52
198408	PU	1
198409	BX	38
198410	NU	1447
198411	GG	43
198411	MU	64
198411	TD	10
198412	LU	66
198501	GQ	12
198502	SN	71
198505	CQ	2
198508	MN	3
198510	KN	271
198512	IN	1179
198601	DJ	230
198604	AJ	9
198604	NG	4
198604	TU	618
198605	MG	55
198605	SU	308
198606	LG	17
198607	KG	3
198608	PU	1
198609	BX	19
198610	NU	1758
198611	GG	24
198611	MU	122
198611	TD	43
198612	FG	31
198612	LU	12
198701	AC	4
198701	GQ	4
198702	SN	156
198705	CQ	3
198708	MN	2
198710	KN	144
198712	IN	839
198801	DJ	127
198802	PG	2
198804	AJ	112
198804	NG	24
198804	TU	597
198805	MG	38
198805	SU	394
198806	LG	134
198807	KG	10
198808	PU	13
198809	BX	25
198810	NU	780
198811	GG	32
198811	MU	129
198811	TD	17
198812	FG	6
198812	LU	18
198901	AC	2
198901	GQ	3
198902	SN	67
198905	CQ	5
198910	KN	272
198912	IN	1183
199001	DJ	69
199004	AJ	76
199004	NG	41
199004	TU	494
199005	MG	212
199005	SU	318
199006	LG	167
199007	KG	66
199008	PU	15
199009	BX	8
199010	NU	322
199011	GG	100
199011	MU	176
199011	TD	14
199012	LU	35
199101	GQ	4
199102	SN	96
199105	CQ	51
199110	KN	712
199112	IN	1300
199201	DJ	192
199202	PG	5
199204	AJ	677
199204	NG	63
199204	TU	1556
199205	MG	73
199205	SU	536
199206	LG	66
199207	KG	89
199208	PU	11
199209	BX	63
199210	NU	100
199211	GG	152
199211	MU	99
199211	TD	18
199212	LU	15
199301	AC	10
199302	SN	96
199305	CQ	47
199310	KN	453
199312	IN	1201
199401	DJ	60
199402	CJ	14
199404	AJ	368
199404	NG	128
199404	TU	1550
199405	MG	19
199405	SU	331
199406	LG	250
199407	KG	117
199408	PU	63
199409	BX	49
199410	NU	139
199411	GG	311
199411	MU	395
199411	TD	27
199412	FG	3
199412	LU	36
199501	AC	21
199501	TN	2
199502	SN	407
199505	CQ	79
199510	KN	511
199512	IN	1535
199601	DJ	180
199602	CJ	17
199602	PG	1
199604	AJ	472
199604	NG	91
199604	TU	2775
199605	MG	105
199605	SU	591
199606	LG	266
199607	KG	450
199608	PU	16
199609	BX	103
199610	NU	744
199611	GG	760
199611	MU	269
199611	TD	34
199612	FG	4
199612	LU	106
199701	AC	3
199701	TN	15
199702	SN	1252
199705	CQ	344
199708	MN	2
199710	KN	2646
199712	IN	3148
199801	DJ	16
199802	CJ	3
199804	AJ	1614
199804	NG	339
199804	TU	6876
199805	MG	173
199805	SU	2555
199806	LG	836
199807	KG	168
199808	PU	456
199809	BX	204
199810	NU	122
199811	GG	840
199811	MU	467
199811	TD	92
199812	LU	90
199901	AC	2
199901	GQ	11
199901	TN	58
199902	SN	656
199905	CQ	560
199908	MN	5
199910	KN	2450
199912	IN	5331
200001	DJ	275
200002	CJ	10
200002	PG	6
200004	AJ	1679
200004	NG	137
200004	TU	5700
200005	MG	167
200005	SU	1863
200006	LG	1142
200007	KG	756
200008	PU	170
200009	BX	213
200010	NU	35
200011	GG	764
200011	MU	427
200011	TD	57
200012	FG	3
200012	LU	62
200101	AC	5
200101	GQ	4
200101	TN	43
200102	SN	968
200105	CQ	852
200107	AQ	2
200108	MN	5
200110	KN	2035
200112	IN	8729
200201	DJ	641
200202	CJ	13
200202	PG	1
200204	AJ	1987
200204	NG	162
200204	TU	3630
200205	MG	207
200205	SU	2178
200206	LG	385
200207	KG	1606
200208	PU	249
200209	BX	277
200210	NU	123
200211	GG	1486
200211	MU	98
200211	TD	311
200212	FG	17
200212	LU	78
200301	AC	86
200301	GQ	29
200301	TN	58
200302	SN	1026
200305	CQ	1083
200307	AQ	2
200308	MN	5
200310	KN	5516
200312	IN	5318
200401	DJ	380
200402	CJ	14
200402	PG	8
200404	AJ	2529
200404	NG	288
200404	TU	6270
200405	MG	224
200405	SU	4135
200406	LG	404
200407	KG	571
200408	PU	24
200409	BX	449
200410	NU	189
200411	GG	670
200411	MU	86
200411	TD	186
200412	FG	20
200412	LU	159
200501	AC	28
200501	GQ	71
200501	TN	30
200502	SN	654
200505	CQ	756
200507	AQ	1
200508	MN	4
200510	KN	2512
200511	JN	1
200512	IN	2671
200601	DJ	231
200604	AJ	1456
200604	NG	398
200604	TU	5677
200605	MG	158
200605	SU	7750
200606	LG	425
200607	KG	1000
200608	PU	44
200609	BX	76
200610	NU	399
200611	GG	2192
200611	MU	281
200611	TD	59
200612	FG	19
200612	LU	152
200701	AC	66
200701	GQ	80
200701	TN	101
200702	SN	1493
200705	CQ	2191
200707	AQ	12
200708	MN	25
200710	KN	6437
200712	IN	32914
200801	DJ	271
200802	CJ	138
200802	PG	42
200804	AJ	2063
200804	NG	333
200804	TU	14172
200805	MG	372
200805	SU	11548
200806	LG	346
200807	KG	662
200808	PU	247
200809	BX	285
200810	NU	603
200811	GG	4910
200811	MU	1306
200811	TD	542
200812	FG	48
200812	LU	500
200901	AC	120
200901	GQ	96
200901	TN	179
200902	SN	4096
200903	RN	1
200905	CQ	6161
200907	AQ	36
200908	MN	180
200910	KN	11105
200912	IN	74796
201001	DJ	544
201002	CJ	199
201004	AJ	6564
201004	NG	766
201004	TU	14566
201005	MG	468
201005	SU	5937
201006	LG	335
201007	KG	3371
201008	PU	431
201009	BX	1615
201010	NU	484
201011	GG	6306
201011	MU	1803
201011	TD	880
201012	FG	50
201012	LU	884
201101	AC	119
201101	GQ	362
201101	TN	324
201102	SN	7351
201103	RN	13
201105	CQ	5721
201107	AQ	86
201108	MN	260
201110	KN	6490
201112	IN	40162
201201	DJ	652
201202	CJ	924
201202	PG	85
201204	AJ	10814
201204	NG	1243
201204	TU	38162
201205	MG	1013
201205	SU	17858
201206	LG	1205
201207	KG	1781
201208	PU	95
201209	BX	2392
201210	NU	525
201211	GG	5230
201211	MU	2312
201211	TD	1242
201212	FG	14
201212	LU	415
201301	AC	437
201301	GQ	297
201301	TN	103
201302	SN	4548
201303	RN	20
201305	CQ	3797
201307	AQ	61
197901	GV	60
197901	TS	59
197903	LE	193
197903	RS	1973
197904	KE	359
197905	CV	18
197906	OS	12
197910	KS	692
197910	RB	135
197912	CE	48
197912	IS	874
198001	WZ	1
198002	CO	167
198002	PL	458
198003	BO	5
198003	UZ	8
198004	AO	91
198004	NL	145
198004	TZ	132
198005	ML	7
198005	SZ	135
198005	ZI	417
198006	YI	42
198008	WI	7
198010	NZ	42
198011	GL	4
198011	MZ	85
198011	TI	12
198012	SI	11
198101	GV	9
198101	TS	71
198103	LE	770
198103	RS	3754
198104	KE	147
198105	CV	17
198105	JE	19
198106	OS	20
198109	LS	2
198110	KS	157
198110	RB	112
198112	CE	44
198112	IS	3367
198201	DO	28
198201	WZ	30
198202	CO	178
198202	PL	3039
198203	BO	5
198203	UZ	85
198204	AO	170
198204	NL	173
198204	TZ	27
198205	ML	15
198205	SZ	166
198205	ZI	166
198206	YI	42
198208	WI	17
198210	NZ	31
198211	GL	2
198211	MZ	189
198211	TI	1
198212	SI	3
198301	GV	12
198301	TS	131
198303	LE	2363
198303	RS	4010
198304	KE	96
198305	CV	11
198305	JE	5
198306	OS	25
198307	NS	11
198310	KS	690
198310	RB	48
198312	CE	81
198312	IS	3909
198401	DO	5
198401	WZ	42
198402	CO	161
198402	PL	1449
198403	BO	2
198403	UZ	57
198404	AO	697
198404	NL	169
198404	TZ	238
198405	ML	41
198405	SZ	255
198405	ZI	273
198406	YI	31
198408	WI	12
198410	NZ	47
198411	MZ	251
198412	SI	1
198501	GV	26
198501	TS	71
198503	LE	2781
198503	RS	6585
198504	KE	207
198505	CV	6
198505	JE	18
198506	OS	4
198507	NS	2
198509	LS	39
198510	KS	400
198510	RB	192
198512	CE	363
198512	IS	4715
198601	DO	5
198601	WZ	11
198602	CO	171
198602	PL	805
198603	BO	16
198603	UZ	9
198604	AO	300
198604	NL	367
198604	TZ	132
198605	ML	31
198605	SZ	133
198605	ZI	482
198606	YI	22
198608	WI	4
198610	NZ	144
198611	MZ	721
198611	TI	6
198612	SI	40
198701	GV	13
198701	TS	78
198703	LE	2631
198703	RS	7110
198704	KE	445
198705	CV	13
198705	JE	8
198705	PS	4
198706	OS	41
198707	NS	49
198710	KS	810
198710	RB	172
198712	CE	620
198712	IS	4705
198801	DO	2
198801	WZ	1
198802	CO	415
198802	PL	993
198803	BO	5
198803	UZ	38
198804	AO	329
198804	NL	291
198804	TZ	268
198805	ML	24
198805	SZ	648
198805	ZI	489
198806	YI	25
198808	WI	57
198809	VI	2
198810	NZ	240
198811	MZ	374
198811	TI	8
198812	SI	24
198901	GV	6
198901	TS	567
198903	LE	1669
198903	RS	5059
198904	KE	469
198905	CV	1
198905	JE	1
198906	OS	31
198907	NS	43
198910	KS	709
198910	RB	69
198912	CE	617
198912	IS	3049
199001	WZ	3
199002	CO	1569
199002	PL	1339
199003	BO	15
199003	UZ	65
199004	AO	389
199004	NL	126
199004	TZ	144
199005	ML	18
199005	SZ	217
199005	ZI	125
199006	YI	7
199008	WI	3
199010	NZ	156
199011	MZ	206
199011	TI	13
199012	SI	216
199101	GV	19
199101	NE	5
199101	TS	382
199103	LE	1200
199103	RS	5937
199104	KE	361
199105	CV	2
199105	JE	2
199105	PS	4
199106	OS	45
199107	NS	4
199109	LS	2
199109	SB	9
199110	KS	910
199110	RB	1591
199112	CE	553
199112	IS	5973
199201	WZ	58
199202	CO	234
199202	PL	629
199203	BO	223
199203	UZ	115
199204	AO	518
199204	NL	141
199204	TZ	421
199205	ML	44
199205	SZ	269
199205	ZI	164
199206	YI	218
199208	WI	2
199210	NZ	108
199211	MZ	353
199211	TI	431
199212	SI	72
199301	GV	18
199301	TS	431
199303	LE	968
199303	RS	7760
199304	KE	198
199305	CV	3
199305	JE	10
199305	PS	4
199306	OS	171
199309	LS	12
199310	KS	786
199310	RB	1171
199312	CE	244
199312	IS	8854
199401	WZ	24
199402	CO	833
199402	PL	917
199403	BO	306
199403	UZ	176
199404	AO	418
199404	NL	383
199404	TZ	447
199405	ML	88
199405	SZ	221
199405	ZI	99
199406	YI	128
199408	WI	8
199410	NZ	239
199411	GL	1
199411	MZ	603
199411	TI	293
199412	SI	125
199501	GV	93
199501	TS	252
199503	LE	1365
199503	RS	12523
199504	KE	429
199505	CV	2
199505	JE	8
199506	OS	229
199507	NS	10
199510	KS	738
199510	RB	1767
199512	CE	970
199512	IS	7947
199601	DO	34
199601	WZ	551
199602	CO	948
199602	PL	1090
199603	BO	743
199603	UZ	176
199604	AO	241
199604	NL	461
199604	TZ	188
199605	ML	89
199605	SZ	385
199605	ZI	341
199606	YI	185
199608	WI	5
199610	NZ	360
199611	GL	5
199611	MZ	459
199611	TI	833
199612	SI	192
199701	GV	57
199701	TS	373
199703	LE	2249
199703	RS	22400
199704	KE	891
199705	CV	1
199705	JE	18
199705	PS	12
199706	OS	358
199707	NS	4
199709	LS	25
199710	KS	3308
199710	RB	4395
199712	CE	1175
199712	IS	14495
199801	DO	1
199801	WZ	123
199802	CO	1403
199802	PL	3325
199803	BO	1834
199803	UZ	853
199804	AO	1540
